ID,国語,数学,英語,理科,社会,体育
20100474,61,57,86,84,17,11
20100475,96,28,92,25,76,75
20100476,56,71,28,17,2,2
20100477,25,17,71,29,56,1
20100478,17,98,7,46,78,83
20100479,22,51,77,42,74,52
20100480,80,76,43,67,78,91
20100481,52,71,86,67,41,30
20100482,53,11,80,65,6,38
20100483,89,89,62,16,55,8
20100484,42,12,69,46,18,57
20100485,50,90,3,47,56,25
20100486,23,63,91,15,27,91
20100487,71,95,71,69,62,56
20100488,10,72,82,8,41,41
20100489,87,84,99,89,32,1
20100490,2,36,49,30,51,34
20100491,6,29,14,71,50,15
20100492,74,60,73,7,92,49
20100493,50,19,72,79,6,38
20100494,22,56,28,75,59,56
20100495,6,97,54,91,56,2
20100496,85,87,30,79,36,78
20100497,89,33,27,48,82,39
20100498,56,13,73,84,95,0
20100499,25,4,59,3,11,61
20100500,12,61,52,34,83,39
20100501,14,28,20,69,7,80
20100502,88,53,90,18,35,77
20100503,0,87,92,41,93,22
20100504,10,84,14,22,20,6
20100505,9,35,72,97,47,73
20100506,91,35,6,83,14,7
20100507,30,46,61,14,44,51
20100508,65,34,49,65,2,24
20100509,55,3,37,60,96,92
20100510,97,73,12,11,98,63
20100511,72,17,2,6,48,85
20100512,96,75,85,45,88,58
20100513,94,54,42,91,9,88
20100514,51,45,54,23,65,14
20100515,18,52,81,6,68,10
20100516,57,10,55,87,49,17
20100517,91,60,38,45,21,5
20100518,96,32,37,9,41,62
20100519,47,47,72,5,75,75
20100520,56,98,23,61,7,94
20100521,47,48,68,39,86,38
20100522,52,21,16,42,2,64
20100523,11,57,14,86,52,51
20100524,55,50,41,48,25,93
20100525,71,96,94,93,47,63
20100526,73,49,15,9,22,24
20100527,75,86,85,54,66,16
20100528,30,79,43,74,19,16
20100529,78,86,15,2,99,31
20100530,50,20,60,6,69,49
20100531,87,61,55,59,12,84
20100532,83,55,7,45,33,5
20100533,36,30,35,68,44,62
20100534,88,78,16,65,53,14
20100535,36,89,44,82,52,9
20100536,18,47,79,75,15,53
20100537,19,21,8,28,81,17
20100538,80,60,70,34,82,5
20100539,75,92,90,28,17,48
20100540,94,89,45,76,37,98
20100541,98,37,94,45,46,54
20100542,81,13,68,65,87,30
20100543,53,51,35,1,15,81
20100544,84,74,20,41,61,67
20100545,98,14,86,33,5,59
20100546,95,50,11,9,3,81
20100547,5,0,35,89,65,67
20100548,93,51,81,50,36,39
20100549,61,79,39,79,76,55
20100550,32,0,26,43,32,57
20100551,22,83,50,82,27,11
20100552,10,89,22,3,47,91
20100553,21,40,12,11,5,44
20100554,15,5,98,65,86,93
20100555,43,14,30,42,8,91
20100556,57,28,5,71,58,58
20100557,43,67,21,14,37,9
20100558,19,32,2,53,44,64
20100559,21,36,50,9,48,53
20100560,91,81,37,18,47,58
20100561,78,69,84,70,87,67
20100562,50,40,8,37,73,83
20100563,92,13,21,94,5,88
20100564,74,35,91,61,4,11
20100565,62,50,38,63,75,33
20100566,75,57,75,45,93,6
20100567,38,44,14,58,92,41
20100568,23,97,53,49,48,74
20100569,96,20,59,16,83,90
20100570,37,71,30,66,46,43
20100571,15,49,4,86,20,35
20100572,68,94,38,19,84,26
20100573,48,70,79,94,3,59
20100574,47,68,69,48,47,34
20100575,6,95,26,98,45,98
20100576,91,72,11,63,72,54
20100577,66,71,88,92,3,10
20100578,93,36,12,29,87,16
20100579,33,95,58,89,83,66
20100580,40,64,12,31,1,54
20100581,37,96,3,68,12,42
20100582,60,57,88,89,74,11
20100583,15,53,39,27,11,26
20100584,12,14,73,14,89,75
20100585,95,88,26,43,0,91
20100586,39,52,17,50,23,16
20100587,45,65,40,89,43,20
20100588,37,42,28,89,77,63
20100589,10,89,14,13,7,81
20100590,40,92,10,66,70,39
20100591,11,51,9,71,89,71
20100592,61,12,41,89,21,37
20100593,6,87,68,54,16,91
20100594,19,31,71,43,13,98
20100595,1,6,3,78,41,41
20100596,45,63,19,21,2,60
20100597,28,46,35,59,75,59
20100598,63,38,59,82,92,24
20100599,65,36,60,60,54,80
20100600,21,54,52,89,46,27
20100601,24,49,84,71,13,32
20100602,45,26,62,37,23,21
20100603,89,81,28,44,42,21
20100604,76,72,70,24,83,54
20100605,11,88,97,46,15,52
20100606,77,82,11,62,52,2
20100607,60,86,37,37,84,70
20100608,25,51,50,62,53,5
20100609,78,7,28,64,93,32
20100610,78,23,36,66,80,33
20100611,62,38,48,79,79,2
20100612,24,46,16,66,14,84
20100613,19,97,99,1,75,44
20100614,33,99,76,98,57,20
20100615,79,12,0,75,96,83
20100616,10,67,95,70,78,38
20100617,85,26,16,58,71,87
20100618,99,70,69,91,81,12
20100619,48,81,96,95,0,20
20100620,71,0,99,87,6,83
20100621,58,97,66,59,94,26
20100622,89,9,14,88,3,32
20100623,36,33,58,57,89,66
20100624,94,12,13,80,60,80
20100625,58,25,8,92,52,80
20100626,10,85,27,30,33,57
20100627,33,39,72,17,21,78
20100628,36,55,1,58,7,9
20100629,47,23,69,11,54,68
20100630,55,24,62,88,69,98
20100631,56,77,66,5,13,56
20100632,80,29,9,95,10,28
20100633,40,11,80,84,64,84
20100634,59,81,87,94,44,56
20100635,51,71,87,32,66,7
20100636,5,94,20,34,92,86
20100637,22,16,21,43,26,92
20100638,56,47,91,97,42,2
20100639,6,2,33,49,78,62
20100640,54,21,23,64,52,24
20100641,48,7,99,8,2,9
20100642,0,75,76,4,98,24
20100643,82,29,39,80,61,18
20100644,90,47,11,85,69,33
20100645,78,95,36,5,91,34
20100646,19,52,55,5,10,38
20100647,31,61,28,92,21,43
20100648,39,11,31,9,59,6
20100649,86,80,18,37,12,48
20100650,48,12,5,74,77,16
20100651,26,33,23,10,62,31
20100652,98,99,0,14,2,83
20100653,12,5,94,87,3,67
20100654,49,14,17,4,22,20
20100655,41,2,12,16,44,23
20100656,88,60,81,47,8,5
20100657,31,6,27,29,53,38
20100658,4,63,40,7,45,37
20100659,17,10,38,78,51,92
20100660,32,93,86,21,44,0
20100661,0,43,28,90,57,19
20100662,32,57,64,56,34,53
20100663,84,84,23,97,9,20
20100664,40,20,7,28,60,21
20100665,75,10,74,78,40,93
20100666,2,61,24,92,96,79
20100667,27,96,35,37,81,38
20100668,42,71,86,77,30,79
20100669,16,57,18,92,98,8
20100670,23,71,30,70,30,32
20100671,39,50,7,39,46,30
20100672,74,90,42,65,24,46
20100673,51,15,17,48,69,33
20100674,18,71,14,10,2,11
20100675,52,94,10,46,93,59
20100676,87,33,16,88,68,6
20100677,53,43,19,96,21,76
20100678,67,44,85,63,10,78
20100679,78,3,44,93,67,70
20100680,17,69,59,53,28,85
20100681,63,30,86,35,52,85
20100682,98,44,2,43,57,96
20100683,19,78,66,9,0,50
20100684,8,90,80,42,98,24
20100685,69,91,49,81,4,87
20100686,69,16,49,43,66,82
20100687,81,31,82,73,19,92
20100688,56,12,45,21,75,1
20100689,0,47,84,34,57,74
20100690,14,7,96,0,49,62
20100691,84,62,38,35,89,96
20100692,81,95,54,1,93,38
20100693,3,32,21,6,3,69
20100694,82,49,1,40,31,99
20100695,1,33,98,5,53,77
20100696,29,40,88,8,31,49
20100697,77,2,97,20,65,45
20100698,82,78,71,33,45,25
20100699,10,52,2,81,49,4
20100700,1,26,87,14,96,53
20100701,71,97,13,67,1,41
20100702,56,90,24,5,12,6
20100703,27,52,57,22,22,21
20100704,92,92,86,49,1,52
20100705,88,53,60,37,97,73
20100706,13,52,5,74,47,71
20100707,61,5,38,81,34,93
20100708,66,59,32,85,55,21
20100709,82,97,13,85,37,88
20100710,45,44,22,79,52,83
20100711,60,0,1,84,37,79
20100712,57,30,56,81,70,37
20100713,24,13,63,21,90,70
20100714,69,72,48,44,15,69
20100715,48,86,49,33,87,62
20100716,60,18,45,32,56,3
20100717,64,21,41,48,22,59
20100718,59,92,71,33,58,87
20100719,49,60,9,4,99,32
20100720,4,84,95,51,42,83
20100721,4,95,96,67,58,37
20100722,78,29,7,84,33,76
20100723,73,18,7,14,98,54
20100724,21,26,44,77,79,16
20100725,87,40,30,6,53,77
20100726,32,82,29,52,58,30
20100727,88,49,31,80,21,82
20100728,97,28,95,64,53,51
20100729,30,58,17,44,56,99
20100730,13,59,2,67,60,3
20100731,57,53,45,68,11,8
20100732,36,87,3,2,98,52
20100733,85,44,88,36,75,25
20100734,69,57,3,64,99,24
20100735,1,55,78,95,59,38
20100736,76,32,37,73,3,90
20100737,14,35,25,65,71,2
20100738,47,15,76,37,39,46
20100739,51,11,4,6,27,36
20100740,59,89,26,14,82,97
20100741,45,22,14,74,53,33
20100742,11,58,40,46,39,17
20100743,73,93,7,4,8,45
20100744,42,25,52,35,66,84
20100745,71,85,66,29,45,88
20100746,72,86,2,92,16,18
20100747,51,52,74,52,68,21
20100748,51,36,18,27,90,55
20100749,59,57,72,91,37,15
20100750,0,73,6,65,32,92
20100751,71,97,40,6,69,86
20100752,85,93,9,46,48,5
20100753,99,40,43,79,53,87
20100754,54,78,20,14,92,1
20100755,75,58,8,28,75,3
20100756,17,24,6,79,27,32
20100757,80,37,2,80,41,93
20100758,80,77,65,30,88,53
20100759,23,8,97,51,96,9
20100760,13,33,95,38,87,36
20100761,70,48,40,33,45,47
20100762,68,51,19,98,35,55
20100763,30,6,41,29,82,60
20100764,30,14,44,82,68,9
20100765,58,68,25,86,24,72
20100766,60,72,75,71,7,12
20100767,2,31,72,28,2,94
20100768,93,74,18,58,5,46
20100769,14,16,86,90,56,4
20100770,90,69,30,27,51,65
20100771,11,13,93,0,19,69
20100772,13,43,40,40,56,80
20100773,54,63,9,42,9,12
20100774,90,29,54,83,52,8
20100775,9,6,83,36,56,43
20100776,62,64,55,0,3,32
20100777,69,92,86,56,4,14
20100778,41,5,90,43,74,13
20100779,71,46,5,12,42,11
20100780,37,20,10,94,18,17
20100781,3,61,2,37,95,60
20100782,51,36,88,96,43,64
20100783,14,46,17,12,61,83
20100784,71,64,47,91,59,15
20100785,2,52,72,7,7,95
20100786,34,23,65,89,10,13
20100787,46,82,81,1,76,1
20100788,20,37,20,13,71,93
20100789,94,56,87,60,53,18
20100790,15,99,61,57,52,65
20100791,23,24,33,38,68,93
20100792,54,85,41,9,97,55
20100793,4,43,81,92,1,79
20100794,74,8,91,24,33,77
20100795,11,64,40,31,76,32
20100796,93,87,30,41,28,35
20100797,70,15,52,29,79,77
20100798,19,58,17,33,52,73
20100799,21,53,65,3,9,47
20100800,68,26,41,18,69,29
20100801,9,16,16,70,27,66
20100802,2,56,27,38,70,10
20100803,82,15,17,56,15,1
20100804,56,25,57,53,54,48
20100805,56,87,57,10,36,53
20100806,13,70,97,61,46,98
20100807,93,1,48,30,16,19
20100808,82,85,39,62,32,26
20100809,9,0,99,68,91,13
20100810,67,88,64,18,28,66
20100811,99,52,12,78,20,41
20100812,47,70,48,15,89,20
20100813,6,38,48,35,13,13
20100814,8,77,12,5,89,50
20100815,85,16,25,1,62,31
20100816,16,61,54,54,30,25
20100817,40,28,2,99,61,77
20100818,47,48,38,59,19,75
20100819,24,56,55,1,83,75
20100820,44,18,97,1,83,83
20100821,12,62,33,17,63,99
20100822,66,87,30,13,93,7
20100823,51,57,50,77,19,6
20100824,9,32,82,90,44,97
20100825,81,65,46,96,28,55
20100826,7,80,29,23,93,78
20100827,39,75,53,80,69,61
20100828,28,3,83,23,53,82
20100829,17,27,74,39,99,2
20100830,62,42,35,79,99,14
20100831,41,2,24,44,42,78
20100832,8,21,49,42,2,60
20100833,30,70,96,35,85,90
20100834,55,23,38,61,0,64
20100835,60,64,58,69,60,26
20100836,69,95,60,27,80,81
20100837,92,57,37,78,72,70
20100838,82,65,40,18,42,51
20100839,52,64,67,19,81,13
20100840,69,55,33,72,12,99
20100841,87,87,0,68,96,26
20100842,40,18,50,48,75,74
20100843,42,76,34,69,30,13
20100844,15,57,43,47,35,45
20100845,57,23,9,67,1,92
20100846,54,4,36,0,97,6
20100847,26,56,25,93,90,59
20100848,46,8,38,61,32,96
20100849,32,26,94,92,87,91
20100850,40,32,27,1,35,85
20100851,39,64,20,81,21,85
20100852,63,45,42,32,30,17
20100853,23,28,1,33,69,36
20100854,6,45,33,16,54,76
20100855,7,9,43,27,12,31
20100856,91,24,96,92,44,72
20100857,38,96,93,25,99,32
20100858,74,21,65,46,44,45
20100859,5,49,72,32,11,24
20100860,51,28,72,23,2,87
20100861,15,9,86,31,84,49
20100862,66,87,0,14,53,51
20100863,26,13,62,36,3,63
20100864,80,87,64,47,41,93
20100865,5,55,87,25,1,71
20100866,32,19,3,89,23,19
20100867,68,35,62,16,89,27
20100868,69,43,3,43,4,11
20100869,75,67,67,53,23,58
20100870,24,18,27,33,14,53
20100871,41,85,77,32,31,13
20100872,38,17,60,21,27,69
20100873,42,6,56,10,17,3
20100874,99,4,56,38,78,64
20100875,77,71,47,61,69,60
20100876,67,38,42,72,76,16
20100877,35,99,46,28,2,35
20100878,84,12,22,47,11,58
20100879,92,13,56,5,53,38
20100880,99,13,92,0,87,91
20100881,89,36,11,15,11,20
20100882,57,1,81,3,83,55
20100883,31,29,82,57,85,32
20100884,82,83,12,74,7,8
20100885,87,23,59,93,97,32
20100886,19,11,28,80,14,71
20100887,38,25,30,67,50,46
20100888,17,65,25,53,45,35
20100889,61,45,39,26,88,1
20100890,99,65,49,16,70,79
20100891,62,49,2,73,67,97
20100892,37,61,13,9,61,95
20100893,65,84,88,33,84,81
20100894,89,10,81,78,41,42
20100895,70,16,50,44,48,42
20100896,81,37,15,5,6,72
20100897,13,90,98,79,36,79
20100898,29,72,54,48,57,86
20100899,55,8,69,19,58,0
20100900,45,19,57,21,50,19
20100901,2,95,24,88,13,24
20100902,64,20,59,8,18,10
20100903,69,44,2,76,88,55
20100904,82,68,65,18,78,43
20100905,7,98,54,15,96,83
20100906,67,37,97,23,40,98
20100907,17,52,94,91,51,25
20100908,83,35,57,42,59,27
20100909,4,46,68,34,81,19
20100910,43,24,53,33,5,25
20100911,14,39,66,69,28,99
20100912,97,88,65,46,64,98
20100913,45,78,98,13,82,56
20100914,71,80,27,30,28,7
20100915,18,49,59,98,17,67
20100916,31,16,15,58,63,79
20100917,31,38,58,33,84,86
20100918,40,39,37,99,56,77
20100919,96,84,31,32,98,68
20100920,58,96,17,17,42,12
20100921,61,47,73,82,87,4
20100922,62,95,76,15,59,4
20100923,79,38,1,66,71,32
20100924,65,89,59,27,61,42
20100925,60,57,17,75,28,19
20100926,64,13,29,85,58,25
20100927,70,15,61,70,78,61
20100928,93,44,80,33,25,86
20100929,83,17,75,29,36,5
20100930,95,91,44,52,40,90
20100931,98,2,95,14,94,74
20100932,78,87,68,38,61,35
20100933,18,95,13,52,94,58
20100934,99,86,92,38,83,67
20100935,86,50,94,55,40,36
20100936,38,97,62,64,24,43
20100937,21,57,67,40,42,57
20100938,67,3,75,33,22,15
20100939,36,38,54,28,77,63
20100940,77,36,18,76,86,78
20100941,22,68,69,24,45,84
20100942,93,69,75,17,95,32
20100943,14,19,15,46,69,19
20100944,32,44,40,67,91,16
20100945,69,58,53,83,8,22
20100946,99,72,12,64,3,96
20100947,45,29,92,39,46,13
20100948,97,79,57,2,12,12
20100949,93,15,12,61,72,77
20100950,94,57,72,93,47,70
20100951,93,95,80,76,66,57
20100952,0,91,52,18,57,64
20100953,19,44,46,84,0,48
20100954,2,72,4,88,60,76
20100955,81,80,28,60,50,1
20100956,37,60,73,24,50,8
20100957,16,93,14,32,31,73
20100958,67,52,4,68,60,49
20100959,36,95,53,4,0,7
20100960,83,25,31,95,85,58
20100961,53,80,13,21,96,84
20100962,13,33,35,80,20,24
20100963,6,48,61,12,80,47
20100964,84,44,93,34,1,50
20100965,13,0,10,81,24,11
20100966,77,63,95,39,0,25
20100967,50,56,56,23,84,9
20100968,73,78,67,13,70,83
20100969,18,29,3,38,69,7
20100970,24,58,90,51,84,16
20100971,40,62,59,43,91,13
20100972,48,97,19,55,92,70
20100973,16,76,88,91,29,82
20100974,67,46,83,84,60,84
20100975,98,7,92,90,63,14
20100976,77,2,64,79,43,37
20100977,19,54,20,6,55,37
20100978,97,38,21,92,55,76
20100979,52,63,96,48,9,64
20100980,5,48,50,14,41,61
20100981,9,31,15,50,96,39
20100982,34,39,20,30,59,41
20100983,14,30,38,40,89,11
20100984,72,59,44,70,53,77
20100985,78,66,41,75,70,41
20100986,9,13,18,73,14,27
20100987,88,87,52,87,22,69
20100988,59,91,29,84,63,36
20100989,47,85,88,58,65,9
20100990,44,93,89,93,12,19
20100991,5,0,26,0,18,73
20100992,79,74,4,34,0,85
20100993,89,37,55,19,22,8
20100994,12,43,12,42,67,27
20100995,8,62,79,30,22,38
20100996,40,24,91,81,33,10
20100997,62,12,24,83,22,23
20100998,59,8,17,97,32,1
20100999,10,21,3,69,1,3
20101000,9,54,62,6,88,55
20101001,22,35,30,79,36,36
20101002,8,98,61,26,22,16
20101003,62,14,57,14,84,65
20101004,0,3,25,63,28,87
20101005,64,85,49,33,49,21
20101006,89,10,24,20,9,5
20101007,14,65,71,57,35,30
20101008,51,71,89,85,29,19
20101009,77,63,91,14,91,66
20101010,86,45,45,18,62,24
20101011,73,14,44,17,71,89
20101012,37,57,33,61,25,24
20101013,41,9,82,46,65,50
20101014,87,37,51,37,17,8
20101015,85,66,62,63,57,9
20101016,65,43,96,50,44,0
20101017,96,56,80,36,24,77
20101018,77,98,64,3,10,87
20101019,27,19,23,16,53,55
20101020,53,74,15,88,14,51
20101021,73,32,9,76,81,65
20101022,53,34,74,82,15,37
20101023,30,90,93,63,6,81
20101024,98,63,10,51,13,16
20101025,27,95,64,44,13,70
20101026,11,19,58,31,96,47
20101027,4,94,2,25,36,44
20101028,90,23,76,83,99,26
20101029,15,99,51,28,41,39
20101030,74,7,25,67,19,25
20101031,15,86,61,99,67,6
20101032,24,10,52,76,81,88
20101033,56,68,13,56,21,66
20101034,50,96,45,46,26,84
20101035,68,65,76,16,92,97
20101036,37,1,98,73,14,3
20101037,66,19,89,57,77,68
20101038,64,42,49,26,11,52
20101039,28,39,14,57,34,8
20101040,19,24,0,25,77,53
20101041,79,24,63,72,89,91
20101042,24,12,56,39,16,20
20101043,95,71,29,30,96,25
20101044,61,91,29,86,95,99
20101045,79,80,24,34,71,74
20101046,7,88,40,11,7,15
20101047,17,25,23,25,40,14
20101048,17,45,60,52,20,24
20101049,69,10,33,29,70,41
20101050,46,77,7,5,5,24
20101051,99,44,41,21,77,11
20101052,64,80,73,7,52,79
20101053,25,84,72,38,22,81
20101054,38,22,41,65,52,10
20101055,48,28,46,71,78,70
20101056,1,63,28,74,0,24
20101057,14,20,94,26,20,35
20101058,35,53,0,42,96,58
20101059,47,9,34,71,12,7
20101060,20,10,29,53,98,49
20101061,56,76,16,24,81,24
20101062,5,27,34,79,98,73
20101063,1,83,30,81,18,68
20101064,25,39,52,4,49,70
20101065,96,5,77,5,21,97
20101066,72,20,19,77,0,40
20101067,96,49,13,18,99,41
20101068,11,96,1,43,69,15
20101069,9,79,11,76,24,23
20101070,72,71,31,0,54,91
20101071,81,43,19,0,6,46
20101072,91,58,70,94,72,91
20101073,86,37,13,50,20,12
20101074,7,24,21,80,99,6
20101075,51,43,2,2,87,52
20101076,70,77,12,81,46,94
20101077,44,96,30,71,90,33
20101078,17,19,30,61,80,24
20101079,63,73,5,69,9,33
20101080,21,38,90,99,88,0
20101081,94,26,71,63,50,30
20101082,65,23,3,21,1,37
20101083,40,66,43,7,23,49
20101084,92,98,77,89,67,48
20101085,61,29,30,66,9,78
20101086,59,12,18,62,87,98
20101087,98,75,62,17,97,98
20101088,97,71,44,44,21,94
20101089,92,35,64,16,90,84
20101090,46,66,70,15,95,82
20101091,12,3,79,0,56,70
20101092,68,13,28,4,97,60
20101093,47,85,66,0,14,55
20101094,83,46,65,12,5,48
20101095,17,73,38,38,71,57
20101096,6,61,4,56,42,65
20101097,63,50,64,53,11,13
20101098,42,96,1,90,15,88
20101099,43,22,8,64,70,27
20101100,38,37,44,52,75,38
20101101,81,44,55,19,32,77
20101102,48,28,79,33,24,61
20101103,6,20,17,92,56,36
20101104,74,45,25,50,11,33
20101105,25,96,54,65,43,53
20101106,48,40,16,29,62,79
20101107,71,45,58,83,70,92
20101108,85,88,86,68,15,27
20101109,86,36,13,28,70,99
20101110,50,57,37,81,43,56
20101111,12,76,1,23,27,33
20101112,16,60,48,24,93,85
20101113,32,27,75,96,49,38
20101114,42,71,9,55,49,81
20101115,37,44,86,69,80,24
20101116,84,36,75,43,63,21
20101117,98,48,60,69,85,10
20101118,19,10,83,74,11,3
20101119,79,37,5,14,16,83
20101120,4,42,83,53,88,49
20101121,14,56,56,58,17,51
20101122,22,59,14,90,39,64
20101123,41,82,73,73,17,33
20101124,48,10,9,26,60,59
20101125,51,13,94,50,83,94
20101126,2,96,45,36,44,52
20101127,47,75,8,20,66,87
20101128,13,11,46,50,33,41
20101129,87,24,37,68,1,32
20101130,92,17,90,58,3,59
20101131,62,80,30,21,63,14
20101132,62,70,77,4,30,65
20101133,24,23,55,49,21,26
20101134,10,71,1,66,38,36
20101135,3,96,48,44,80,35
20101136,68,92,27,78,38,25
20101137,39,86,37,56,39,55
20101138,5,64,53,44,71,91
20101139,91,48,96,69,68,30
20101140,94,0,89,45,53,96
20101141,67,12,54,42,28,42
20101142,91,47,71,38,63,4
20101143,11,20,6,62,30,30
20101144,16,50,84,34,51,73
20101145,91,78,72,69,83,22
20101146,68,62,12,6,83,32
20101147,4,77,68,27,82,67
20101148,73,42,69,99,99,95
20101149,78,3,0,11,59,27
20101150,45,12,33,67,84,46
20101151,47,29,82,59,21,73
20101152,46,51,65,94,47,89
20101153,42,63,94,5,94,80
20101154,21,88,18,50,25,69
20101155,56,80,45,40,75,3
20101156,2,2,45,60,10,26
20101157,71,64,85,20,22,99
20101158,77,49,93,32,56,22
20101159,96,61,64,55,75,29
20101160,55,5,49,57,96,38
20101161,90,86,50,93,34,76
20101162,75,6,48,30,23,36
20101163,15,18,78,97,99,31
20101164,15,5,37,32,8,76
20101165,33,97,24,8,70,10
20101166,37,3,1,71,19,66
20101167,55,74,45,31,66,50
20101168,2,79,30,69,94,97
20101169,52,10,84,30,27,85
20101170,78,87,90,72,49,57
20101171,37,76,92,91,3,74
20101172,17,24,43,67,63,3
20101173,41,38,14,71,35,19
20101174,92,31,46,86,16,77
20101175,44,38,34,69,51,74
20101176,41,45,95,31,24,21
20101177,86,13,69,12,89,74
20101178,21,21,82,43,93,68
20101179,68,85,1,33,6,6
20101180,99,0,31,71,14,20
20101181,65,0,79,5,49,67
20101182,25,5,5,99,33,39
20101183,98,55,49,47,47,15
20101184,77,82,89,39,26,8
20101185,93,92,39,27,43,36
20101186,80,69,91,88,81,92
20101187,14,56,85,81,92,86
20101188,86,57,79,37,92,68
20101189,71,73,93,8,28,64
20101190,62,39,15,11,58,92
20101191,69,71,15,94,53,10
20101192,97,5,63,32,77,98
20101193,79,66,77,15,53,48
20101194,24,93,60,72,14,12
20101195,79,35,3,4,39,13
20101196,98,9,91,45,0,12
20101197,25,25,14,65,23,39
20101198,38,43,79,56,56,49
20101199,43,48,8,88,29,99
20101200,74,30,78,76,27,7
20101201,70,55,77,59,87,66
20101202,38,58,42,72,2,55
20101203,82,72,63,85,84,25
20101204,10,76,96,98,5,85
20101205,70,43,31,51,17,35
20101206,70,30,4,46,17,11
20101207,27,30,79,46,5,5
20101208,75,60,55,29,87,1
20101209,29,47,37,35,99,4
20101210,36,58,33,79,73,90
20101211,91,39,52,74,13,31
20101212,71,69,75,53,67,40
20101213,6,43,18,16,59,34
20101214,75,12,35,28,46,59
20101215,82,60,98,86,3,32
20101216,10,71,98,83,61,48
20101217,76,8,87,54,11,3
20101218,93,55,49,21,52,13
20101219,46,54,8,66,56,70
20101220,6,38,48,40,63,72
20101221,4,27,5,20,61,35
20101222,43,28,81,34,94,88
20101223,48,54,98,35,43,50
20101224,99,2,72,70,41,80
20101225,41,55,65,94,69,0
20101226,20,13,81,97,19,30
20101227,68,81,94,15,23,41
20101228,83,25,49,37,89,36
20101229,43,96,54,22,40,19
20101230,86,13,47,87,20,61
20101231,58,50,60,76,28,55
20101232,9,90,23,89,33,8
20101233,44,4,28,66,3,37
20101234,6,4,87,56,64,60
20101235,0,53,61,60,5,10
20101236,46,17,3,11,30,79
20101237,61,22,89,18,13,17
20101238,85,15,11,85,20,21
20101239,92,54,70,69,5,23
20101240,25,61,7,81,79,38
20101241,8,3,12,94,37,48
20101242,22,57,48,83,11,64
20101243,7,67,59,57,93,88
20101244,18,36,38,69,91,62
20101245,3,92,90,90,91,76
20101246,64,66,17,9,20,14
20101247,50,42,72,37,43,10
20101248,57,48,11,82,76,91
20101249,37,65,49,8,68,63
20101250,45,1,14,46,34,57
20101251,87,29,10,4,7,15
20101252,98,95,72,49,41,79
20101253,69,7,68,91,37,25
20101254,97,89,29,58,87,71
20101255,83,67,43,95,39,51
20101256,58,91,19,26,79,28
20101257,4,18,51,23,40,97
20101258,69,91,51,95,25,21
20101259,35,88,80,92,73,22
20101260,32,7,58,18,3,60
20101261,7,73,73,72,71,73
20101262,19,11,94,10,15,15
20101263,73,12,8,84,85,94
20101264,92,82,66,54,56,26
20101265,17,23,52,26,1,51
20101266,28,1,5,3,54,95
20101267,82,61,72,65,48,79
20101268,20,61,64,83,50,5
20101269,29,5,13,60,47,61
20101270,2,19,34,66,75,89
20101271,8,26,57,11,77,44
20101272,97,24,3,53,28,43
20101273,19,90,6,26,23,35
20101274,80,62,55,49,59,70
20101275,80,51,34,35,89,16
20101276,29,71,63,55,16,22
20101277,77,13,48,35,57,15
20101278,6,52,30,11,61,88
20101279,66,92,70,90,50,60
20101280,52,14,93,15,3,1
20101281,26,52,15,53,23,37
20101282,1,65,12,68,37,90
20101283,48,50,94,47,71,80
20101284,32,71,36,62,58,83
20101285,17,30,43,84,42,29
20101286,86,46,43,4,62,19
20101287,5,49,25,50,41,21
20101288,49,16,54,43,56,44
20101289,61,2,68,94,56,6
20101290,28,37,43,18,85,76
20101291,0,23,88,63,21,89
20101292,39,95,35,15,21,43
20101293,69,90,53,84,1,79
20101294,85,29,92,81,73,23
20101295,6,12,30,59,65,86
20101296,54,33,57,75,73,15
20101297,57,38,21,79,12,26
20101298,64,76,75,5,43,46
20101299,64,5,89,23,37,96
20101300,2,77,78,52,53,74
20101301,73,73,50,49,44,10
20101302,96,40,94,27,34,84
20101303,97,99,93,85,3,71
20101304,3,38,61,44,63,54
20101305,12,69,55,41,12,54
20101306,33,79,42,70,77,69
20101307,92,58,63,14,10,38
20101308,42,39,29,96,53,43
20101309,49,31,3,88,78,57
20101310,72,68,63,26,95,90
20101311,87,79,31,43,96,15
20101312,54,45,87,68,18,70
20101313,91,90,92,7,92,37
20101314,26,98,61,29,89,98
20101315,81,11,86,72,27,15
20101316,21,35,90,91,21,87
20101317,14,77,20,8,94,27
20101318,5,42,22,82,47,32
20101319,51,85,81,31,80,55
20101320,29,76,32,31,72,13
20101321,30,97,25,18,88,37
20101322,11,54,19,96,2,29
20101323,32,39,81,63,26,89
20101324,63,28,18,91,18,73
20101325,98,98,11,9,13,69
20101326,53,96,47,10,65,75
20101327,90,54,46,4,99,29
20101328,22,7,83,90,18,53
20101329,48,99,71,87,36,92
20101330,36,59,38,4,86,45
20101331,49,22,79,85,18,45
20101332,4,70,50,30,66,53
20101333,70,25,7,21,84,85
20101334,68,16,36,42,73,2
20101335,63,6,22,94,0,67
20101336,3,97,90,38,35,53
20101337,83,26,44,4,82,40
20101338,91,67,34,45,42,19
20101339,21,69,85,73,85,60
20101340,82,31,41,72,5,18
20101341,5,49,30,57,12,16
20101342,14,97,30,19,85,42
20101343,54,72,93,11,22,23
20101344,97,62,40,76,41,42
20101345,66,3,76,39,81,29
20101346,89,52,58,16,42,63
