ID,数学,判定
20081280,96, 
20081281,64, 
20081282,72, 
20081283,2, 
20081284,55, 
20081285,72, 
20081286,43, 
20081287,40, 
20081288,45, 
20081289,63, 
20081290,0, 
20081291,1, 
20081292,57, 
20081293,21, 
20081294,11, 
20081295,28, 
20081296,72, 
20081297,92, 
20081298,25, 
20081299,49, 
20081300,46, 
20081301,3, 
20081302,96, 
20081303,99, 
20081304,28, 
20081305,74, 
20081306,15, 
20081307,31, 
20081308,50, 
20081309,32, 
20081310,17, 
20081311,91, 
20081312,78, 
20081313,63, 
20081314,40, 
20081315,31, 
20081316,16, 
20081317,47, 
20081318,49, 
20081319,92, 
20081320,67, 
20081321,28, 
20081322,64, 
20081323,21, 
20081324,85, 
20081325,80, 
20081326,93, 
20081327,18, 
20081328,47, 
20081329,86, 
20081330,39, 
20081331,68, 
20081332,91, 
20081333,3, 
20081334,46, 
20081335,31, 
20081336,75, 
20081337,1, 
20081338,65, 
20081339,53, 
20081340,99, 
20081341,2, 
20081342,49, 
20081343,62, 
20081344,52, 
20081345,86, 
20081346,13, 
20081347,25, 
20081348,74, 
20081349,33, 
20081350,83, 
20081351,19, 
20081352,94, 
20081353,43, 
20081354,30, 
20081355,28, 
20081356,60, 
20081357,10, 
20081358,78, 
20081359,42, 
20081360,28, 
20081361,9, 
20081362,94, 
20081363,39, 
20081364,89, 
20081365,84, 
20081366,41, 
20081367,45, 
20081368,45, 
20081369,3, 
20081370,71, 
20081371,42, 
20081372,31, 
20081373,12, 
20081374,41, 
20081375,13, 
20081376,86, 
20081377,30, 
20081378,68, 
20081379,86, 
20081380,36, 
20081381,10, 
20081382,33, 
20081383,23, 
20081384,42, 
20081385,76, 
20081386,78, 
20081387,65, 
20081388,12, 
20081389,62, 
20081390,26, 
20081391,91, 
20081392,43, 
20081393,41, 
20081394,71, 
20081395,67, 
20081396,71, 
20081397,40, 
20081398,36, 
20081399,19, 
20081400,57, 
20081401,31, 
20081402,0, 
20081403,24, 
20081404,18, 
20081405,76, 
20081406,86, 
20081407,97, 
20081408,85, 
20081409,57, 
20081410,27, 
20081411,90, 
20081412,30, 
20081413,40, 
20081414,64, 
20081415,8, 
20081416,13, 
20081417,84, 
20081418,58, 
20081419,57, 
20081420,44, 
20081421,66, 
20081422,15, 
20081423,96, 
20081424,52, 
20081425,58, 
20081426,9, 
20081427,35, 
20081428,3, 
20081429,30, 
20081430,13, 
20081431,24, 
20081432,20, 
20081433,67, 
20081434,26, 
20081435,64, 
20081436,16, 
20081437,87, 
20081438,76, 
20081439,13, 
20081440,71, 
20081441,33, 
20081442,63, 
20081443,10, 
20081444,58, 
20081445,83, 
20081446,60, 
20081447,22, 
20081448,88, 
20081449,28, 
20081450,58, 
20081451,65, 
20081452,64, 
20081453,90, 
20081454,0, 
20081455,92, 
20081456,97, 
20081457,13, 
20081458,41, 
20081459,77, 
20081460,98, 
20081461,73, 
20081462,64, 
20081463,55, 
20081464,57, 
20081465,33, 
20081466,94, 
20081467,24, 
20081468,70, 
20081469,80, 
20081470,54, 
20081471,20, 
20081472,53, 
20081473,85, 
20081474,57, 
20081475,43, 
20081476,79, 
20081477,32, 
20081478,48, 
20081479,35, 
20081480,44, 
20081481,5, 
20081482,94, 
20081483,69, 
20081484,87, 
20081485,81, 
20081486,95, 
20081487,2, 
20081488,77, 
20081489,69, 
20081490,86, 
20081491,15, 
20081492,13, 
20081493,27, 
20081494,77, 
20081495,60, 
20081496,8, 
20081497,31, 
20081498,42, 
20081499,10, 
20081500,66, 
20081501,46, 
20081502,61, 
20081503,51, 
20081504,0, 
20081505,65, 
20081506,11, 
20081507,47, 
20081508,60, 
20081509,59, 
20081510,62, 
20081511,23, 
20081512,61, 
20081513,59, 
20081514,50, 
20081515,44, 
20081516,78, 
20081517,88, 
20081518,57, 
20081519,80, 
20081520,28, 
20081521,65, 
20081522,99, 
20081523,30, 
20081524,62, 
20081525,92, 
20081526,49, 
20081527,43, 
20081528,19, 
20081529,17, 
20081530,21, 
20081531,62, 
20081532,74, 
20081533,71, 
20081534,12, 
20081535,96, 
20081536,19, 
20081537,13, 
20081538,64, 
20081539,84, 
20081540,15, 
20081541,6, 
20081542,16, 
20081543,92, 
20081544,25, 
20081545,62, 
20081546,83, 
20081547,6, 
20081548,14, 
20081549,11, 
20081550,50, 
20081551,44, 
20081552,78, 
20081553,4, 
20081554,48, 
20081555,3, 
20081556,12, 
20081557,63, 
20081558,27, 
20081559,3, 
20081560,63, 
20081561,40, 
20081562,27, 
20081563,88, 
20081564,76, 
20081565,46, 
20081566,28, 
20081567,36, 
20081568,28, 
20081569,63, 
20081570,65, 
20081571,39, 
20081572,74, 
20081573,88, 
20081574,42, 
20081575,49, 
20081576,67, 
20081577,5, 
20081578,11, 
20081579,79, 
20081580,89, 
20081581,77, 
20081582,43, 
20081583,59, 
20081584,61, 
20081585,68, 
20081586,62, 
20081587,50, 
20081588,89, 
20081589,1, 
20081590,26, 
20081591,99, 
20081592,9, 
20081593,88, 
20081594,21, 
20081595,82, 
20081596,45, 
20081597,76, 
20081598,4, 
20081599,29, 
20081600,24, 
20081601,76, 
20081602,81, 
20081603,74, 
20081604,27, 
20081605,81, 
20081606,68, 
20081607,48, 
20081608,62, 
20081609,24, 
20081610,75, 
20081611,41, 
20081612,38, 
20081613,35, 
20081614,16, 
20081615,56, 
20081616,83, 
20081617,65, 
20081618,48, 
20081619,87, 
20081620,65, 
20081621,36, 
20081622,60, 
20081623,30, 
20081624,37, 
20081625,35, 
20081626,76, 
20081627,81, 
20081628,21, 
20081629,7, 
20081630,43, 
20081631,5, 
20081632,65, 
20081633,71, 
20081634,58, 
20081635,45, 
20081636,74, 
20081637,13, 
20081638,4, 
20081639,37, 
20081640,28, 
20081641,68, 
20081642,44, 
20081643,45, 
20081644,59, 
20081645,74, 
20081646,3, 
20081647,60, 
20081648,26, 
20081649,95, 
20081650,38, 
20081651,39, 
20081652,48, 
20081653,19, 
20081654,60, 
20081655,27, 
20081656,62, 
20081657,2, 
20081658,2, 
20081659,96, 
20081660,16, 
20081661,67, 
20081662,67, 
20081663,64, 
20081664,28, 
20081665,75, 
20081666,95, 
20081667,31, 
20081668,57, 
20081669,15, 
20081670,53, 
20081671,16, 
20081672,82, 
20081673,3, 
20081674,14, 
20081675,86, 
20081676,31, 
20081677,8, 
20081678,26, 
20081679,24, 
20081680,87, 
20081681,53, 
20081682,54, 
20081683,1, 
20081684,85, 
20081685,36, 
20081686,83, 
20081687,91, 
20081688,45, 
20081689,57, 
20081690,75, 
20081691,16, 
20081692,39, 
20081693,75, 
20081694,15, 
20081695,3, 
20081696,58, 
20081697,93, 
20081698,61, 
20081699,9, 
20081700,39, 
20081701,25, 
20081702,61, 
20081703,12, 
20081704,24, 
20081705,24, 
20081706,9, 
20081707,8, 
20081708,95, 
20081709,27, 
20081710,45, 
20081711,77, 
20081712,89, 
20081713,66, 
20081714,0, 
20081715,26, 
20081716,75, 
20081717,17, 
20081718,13, 
20081719,70, 
20081720,73, 
20081721,62, 
20081722,21, 
20081723,79, 
20081724,54, 
20081725,54, 
20081726,27, 
20081727,59, 
20081728,92, 
20081729,49, 
20081730,24, 
20081731,93, 
20081732,36, 
20081733,46, 
20081734,39, 
20081735,74, 
20081736,45, 
20081737,84, 
20081738,76, 
20081739,69, 
20081740,83, 
20081741,47, 
20081742,68, 
20081743,42, 
20081744,29, 
20081745,69, 
20081746,75, 
20081747,8, 
20081748,93, 
20081749,82, 
20081750,66, 
20081751,82, 
20081752,24, 
20081753,49, 
20081754,77, 
20081755,40, 
20081756,11, 
20081757,19, 
20081758,10, 
20081759,51, 
20081760,66, 
20081761,81, 
20081762,6, 
20081763,62, 
20081764,68, 
20081765,98, 
20081766,36, 
20081767,23, 
20081768,63, 
20081769,30, 
20081770,93, 
20081771,75, 
20081772,96, 
20081773,9, 
20081774,28, 
20081775,40, 
20081776,70, 
20081777,37, 
20081778,37, 
20081779,28, 
20081780,10, 
20081781,2, 
20081782,60, 
20081783,85, 
20081784,51, 
20081785,13, 
20081786,0, 
20081787,9, 
20081788,11, 
20081789,26, 
20081790,33, 
20081791,93, 
20081792,95, 
20081793,34, 
20081794,43, 
20081795,25, 
20081796,82, 
20081797,42, 
20081798,18, 
20081799,57, 
20081800,41, 
20081801,8, 
20081802,58, 
20081803,11, 
20081804,55, 
20081805,51, 
20081806,77, 
20081807,68, 
20081808,61, 
20081809,99, 
20081810,31, 
20081811,22, 
20081812,35, 
20081813,88, 
20081814,95, 
20081815,61, 
20081816,62, 
20081817,11, 
20081818,18, 
20081819,87, 
20081820,18, 
20081821,28, 
20081822,81, 
20081823,33, 
20081824,20, 
20081825,80, 
20081826,26, 
20081827,19, 
20081828,77, 
20081829,55, 
20081830,16, 
20081831,39, 
20081832,43, 
20081833,23, 
20081834,70, 
20081835,21, 
20081836,36, 
20081837,65, 
20081838,40, 
20081839,11, 
20081840,77, 
20081841,65, 
20081842,33, 
20081843,86, 
20081844,69, 
20081845,6, 
20081846,56, 
20081847,60, 
20081848,79, 
20081849,15, 
20081850,75, 
20081851,82, 
20081852,44, 
20081853,19, 
20081854,35, 
20081855,94, 
20081856,17, 
20081857,54, 
20081858,33, 
20081859,72, 
20081860,68, 
20081861,67, 
20081862,1, 
20081863,59, 
20081864,68, 
20081865,0, 
20081866,12, 
20081867,20, 
20081868,12, 
20081869,58, 
20081870,10, 
20081871,47, 
20081872,42, 
20081873,86, 
20081874,63, 
20081875,74, 
20081876,28, 
20081877,60, 
20081878,46, 
20081879,42, 
20081880,8, 
20081881,7, 
20081882,2, 
20081883,56, 
20081884,35, 
20081885,90, 
20081886,66, 
20081887,19, 
20081888,23, 
20081889,16, 
20081890,34, 
20081891,97, 
20081892,32, 
20081893,90, 
20081894,20, 
20081895,86, 
20081896,71, 
20081897,9, 
20081898,30, 
20081899,68, 
20081900,25, 
20081901,60, 
20081902,16, 
20081903,27, 
20081904,40, 
20081905,35, 
20081906,1, 
20081907,20, 
20081908,39, 
20081909,85, 
20081910,15, 
20081911,12, 
20081912,23, 
20081913,1, 
20081914,65, 
20081915,18, 
20081916,99, 
20081917,33, 
20081918,57, 
20081919,46, 
20081920,51, 
20081921,63, 
20081922,1, 
20081923,50, 
20081924,62, 
20081925,96, 
20081926,63, 
20081927,29, 
20081928,95, 
20081929,92, 
20081930,12, 
20081931,55, 
20081932,93, 
20081933,55, 
20081934,88, 
20081935,57, 
20081936,7, 
20081937,24, 
20081938,93, 
20081939,97, 
20081940,88, 
20081941,95, 
20081942,3, 
20081943,64, 
20081944,55, 
20081945,62, 
20081946,53, 
20081947,46, 
20081948,73, 
20081949,59, 
20081950,49, 
20081951,49, 
20081952,90, 
20081953,46, 
20081954,95, 
20081955,48, 
20081956,79, 
20081957,16, 
20081958,72, 
20081959,20, 
20081960,55, 
20081961,71, 
20081962,43, 
20081963,6, 
20081964,53, 
20081965,87, 
20081966,67, 
20081967,95, 
20081968,99, 
20081969,70, 
20081970,95, 
20081971,41, 
20081972,45, 
20081973,70, 
20081974,95, 
20081975,34, 
20081976,60, 
20081977,97, 
20081978,30, 
20081979,75, 
20081980,95, 
20081981,3, 
20081982,49, 
20081983,72, 
20081984,6, 
20081985,42, 
20081986,38, 
20081987,95, 
20081988,21, 
20081989,24, 
20081990,32, 
20081991,99, 
20081992,68, 
20081993,63, 
20081994,94, 
20081995,89, 
20081996,87, 
20081997,24, 
20081998,77, 
20081999,82, 
20082000,7, 
20082001,15, 
20082002,47, 
20082003,62, 
20082004,18, 
20082005,60, 
20082006,36, 
20082007,22, 
20082008,70, 
20082009,35, 
20082010,70, 
20082011,49, 
20082012,67, 
20082013,51, 
20082014,67, 
20082015,84, 
20082016,93, 
20082017,38, 
20082018,57, 
20082019,86, 
20082020,18, 
20082021,3, 
20082022,17, 
20082023,23, 
20082024,31, 
20082025,36, 
20082026,25, 
20082027,73, 
20082028,40, 
20082029,50, 
20082030,6, 
20082031,52, 
20082032,3, 
20082033,16, 
20082034,72, 
20082035,55, 
20082036,35, 
20082037,15, 
20082038,53, 
20082039,39, 
20082040,42, 
20082041,5, 
20082042,90, 
20082043,62, 
20082044,19, 
20082045,98, 
20082046,2, 
20082047,22, 
20082048,23, 
20082049,95, 
20082050,49, 
20082051,67, 
20082052,57, 
20082053,74, 
20082054,68, 
20082055,74, 
20082056,80, 
20082057,23, 
20082058,15, 
20082059,34, 
20082060,78, 
20082061,10, 
20082062,66, 
20082063,53, 
20082064,87, 
20082065,36, 
20082066,57, 
20082067,33, 
20082068,37, 
20082069,47, 
20082070,77, 
20082071,61, 
20082072,47, 
20082073,42, 
20082074,21, 
20082075,69, 
20082076,1, 
20082077,39, 
20082078,20, 
20082079,43, 
20082080,43, 
20082081,60, 
20082082,82, 
20082083,38, 
20082084,61, 
20082085,31, 
20082086,40, 
20082087,14, 
20082088,50, 
20082089,20, 
20082090,25, 
20082091,62, 
20082092,48, 
20082093,69, 
20082094,64, 
20082095,66, 
20082096,37, 
20082097,39, 
20082098,46, 
20082099,45, 
20082100,51, 
20082101,78, 
20082102,45, 
20082103,65, 
20082104,91, 
20082105,50, 
20082106,2, 
20082107,17, 
20082108,35, 
20082109,72, 
20082110,93, 
20082111,3, 
20082112,57, 
20082113,60, 
20082114,47, 
20082115,57, 
20082116,20, 
20082117,83, 
20082118,74, 
20082119,51, 
20082120,18, 
20082121,65, 
20082122,4, 
20082123,72, 
20082124,73, 
20082125,84, 
20082126,69, 
20082127,94, 
20082128,6, 
20082129,23, 
20082130,45, 
20082131,64, 
20082132,51, 
20082133,76, 
20082134,96, 
20082135,97, 
20082136,20, 
20082137,72, 
20082138,4, 
20082139,30, 
20082140,57, 
20082141,73, 
20082142,36, 
20082143,60, 
20082144,73, 
20082145,45, 
20082146,40, 
20082147,15, 
20082148,51, 
20082149,23, 
20082150,26, 
20082151,56, 
20082152,24, 
20082153,98, 
20082154,63, 
20082155,62, 
20082156,23, 
20082157,46, 
20082158,79, 
20082159,83, 
20082160,43, 
20082161,26, 
20082162,73, 
20082163,70, 
20082164,88, 
20082165,93, 
20082166,52, 
20082167,60, 
20082168,59, 
20082169,4, 
20082170,8, 
20082171,72, 
20082172,9, 
20082173,54, 
20082174,48, 
20082175,64, 
20082176,89, 
20082177,80, 
20082178,41, 
20082179,90, 
20082180,69, 
20082181,49, 
20082182,48, 
20082183,62, 
20082184,90, 
20082185,23, 
20082186,76, 
20082187,22, 
20082188,58, 
20082189,23, 
20082190,71, 
20082191,64, 
20082192,64, 
20082193,47, 
20082194,19, 
20082195,89, 
20082196,55, 
20082197,20, 
20082198,31, 
20082199,64, 
20082200,99, 
20082201,82, 
20082202,68, 
20082203,54, 
20082204,24, 
20082205,80, 
20082206,85, 
20082207,27, 
20082208,14, 
20082209,32, 
20082210,69, 
20082211,92, 
20082212,48, 
20082213,11, 
20082214,74, 
20082215,34, 
20082216,43, 
20082217,13, 
20082218,12, 
20082219,91, 
20082220,5, 
20082221,28, 
20082222,86, 
20082223,57, 
20082224,90, 
20082225,54, 
20082226,6, 
20082227,61, 
20082228,78, 
20082229,99, 
20082230,54, 
20082231,13, 
20082232,16, 
20082233,93, 
20082234,75, 
20082235,51, 
20082236,5, 
20082237,76, 
20082238,94, 
20082239,66, 
20082240,53, 
20082241,46, 
20082242,41, 
20082243,85, 
20082244,70, 
20082245,45, 
20082246,49, 
20082247,36, 
20082248,85, 
20082249,5, 
20082250,61, 
20082251,56, 
20082252,50, 
20082253,20, 
20082254,38, 
20082255,96, 
20082256,20, 
20082257,8, 
20082258,31, 
20082259,41, 
20082260,25, 
20082261,44, 
20082262,53, 
20082263,9, 
20082264,77, 
20082265,45, 
20082266,4, 
20082267,5, 
20082268,99, 
20082269,15, 
20082270,34, 
20082271,53, 
20082272,29, 
20082273,74, 
20082274,95, 
20082275,10, 
20082276,29, 
20082277,9, 
20082278,33, 
20082279,2, 
20082280,56, 
20082281,81, 
20082282,78, 
20082283,60, 
20082284,93, 
20082285,9, 
20082286,57, 
20082287,42, 
20082288,58, 
20082289,71, 
20082290,28, 
20082291,62, 
20082292,47, 
20082293,98, 
20082294,79, 
20082295,44, 
20082296,73, 
20082297,36, 
20082298,44, 
20082299,78, 
20082300,71, 
20082301,90, 
20082302,45, 
20082303,59, 
20082304,89, 
20082305,73, 
20082306,67, 
20082307,76, 
20082308,59, 
20082309,1, 
20082310,10, 
20082311,87, 
20082312,80, 
20082313,36, 
20082314,15, 
20082315,0, 
20082316,85, 
20082317,58, 
20082318,39, 
20082319,50, 
20082320,78, 
20082321,11, 
20082322,76, 
20082323,1, 
20082324,60, 
20082325,92, 
20082326,31, 
20082327,39, 
20082328,40, 
20082329,26, 
20082330,35, 
20082331,28, 
20082332,67, 
20082333,63, 
20082334,75, 
20082335,0, 
20082336,21, 
20082337,17, 
20082338,4, 
20082339,43, 
20082340,47, 
20082341,48, 
20082342,56, 
20082343,35, 
20082344,57, 
20082345,90, 
20082346,95, 
20082347,29, 
20082348,10, 
20082349,28, 
20082350,5, 
20082351,79, 
20082352,26, 
20082353,77, 
20082354,13, 
20082355,35, 
20082356,93, 
20082357,42, 
20082358,40, 
20082359,4, 
20082360,47, 
20082361,58, 
20082362,69, 
20082363,93, 
20082364,48, 
20082365,2, 
20082366,95, 
20082367,2, 
20082368,17, 
20082369,42, 
20082370,95, 
20082371,89, 
20082372,82, 
20082373,68, 
20082374,37, 
20082375,57, 
20082376,15, 
20082377,84, 
20082378,69, 
20082379,1, 
20082380,4, 
20082381,94, 
20082382,54, 
20082383,15, 
20082384,94, 
20082385,50, 
20082386,29, 
20082387,77, 
20082388,82, 
20082389,78, 
20082390,38, 
20082391,53, 
20082392,16, 
20082393,9, 
20082394,0, 
20082395,66, 
20082396,40, 
20082397,15, 
20082398,30, 
20082399,48, 
20082400,34, 
20082401,98, 
20082402,88, 
20082403,2, 
20082404,72, 
20082405,49, 
20082406,34, 
20082407,21, 
20082408,20, 
20082409,63, 
20082410,59, 
20082411,97, 
20082412,65, 
20082413,86, 
20082414,40, 
20082415,73, 
20082416,31, 
20082417,88, 
20082418,57, 
20082419,80, 
20082420,39, 
20082421,7, 
20082422,71, 
20082423,90, 
20082424,5, 
20082425,10, 
20082426,22, 
20082427,1, 
20082428,43, 
20082429,83, 
20082430,47, 
20082431,99, 
20082432,17, 
20082433,4, 
20082434,29, 
20082435,25, 
20082436,48, 
20082437,26, 
20082438,62, 
20082439,4, 
20082440,6, 
20082441,10, 
20082442,59, 
20082443,41, 
20082444,53, 
20082445,60, 
20082446,21, 
20082447,49, 
20082448,17, 
20082449,71, 
20082450,94, 
20082451,73, 
20082452,81, 
20082453,34, 
20082454,51, 
20082455,65, 
20082456,14, 
20082457,30, 
20082458,81, 
20082459,3, 
20082460,98, 
20082461,23, 
20082462,82, 
20082463,20, 
20082464,81, 
20082465,11, 
20082466,23, 
20082467,82, 
20082468,98, 
20082469,54, 
20082470,60, 
20082471,81, 
20082472,11, 
20082473,19, 
20082474,19, 
20082475,18, 
20082476,86, 
20082477,14, 
20082478,48, 
20082479,40, 
20082480,63, 
20082481,99, 
20082482,42, 
20082483,89, 
20082484,52, 
20082485,13, 
20082486,48, 
20082487,17, 
20082488,81, 
20082489,0, 
20082490,60, 
20082491,55, 
20082492,73, 
20082493,79, 
20082494,97, 
20082495,55, 
20082496,64, 
20082497,8, 
20082498,86, 
20082499,41, 
20082500,7, 
20082501,51, 
20082502,33, 
20082503,55, 
20082504,71, 
20082505,8, 
20082506,0, 
20082507,14, 
20082508,29, 
20082509,75, 
20082510,58, 
20082511,97, 
20082512,19, 
20082513,99, 
20082514,38, 
20082515,74, 
20082516,70, 
20082517,76, 
20082518,74, 
20082519,61, 
20082520,61, 
20082521,84, 
20082522,65, 
20082523,79, 
20082524,71, 
20082525,27, 
20082526,0, 
20082527,34, 
20082528,54, 
20082529,27, 
20082530,16, 
20082531,61, 
20082532,19, 
20082533,79, 
20082534,55, 
20082535,44, 
20082536,76, 
20082537,42, 
20082538,40, 
20082539,15, 
20082540,37, 
20082541,23, 
20082542,91, 
20082543,75, 
20082544,16, 
20082545,7, 
20082546,21, 
20082547,61, 
20082548,1, 
20082549,10, 
20082550,89, 
20082551,56, 
20082552,19, 
20082553,24, 
20082554,7, 
20082555,47, 
20082556,70, 
20082557,69, 
20082558,41, 
20082559,46, 
20082560,21, 
20082561,48, 
20082562,67, 
20082563,13, 
20082564,37, 
20082565,37, 
20082566,26, 
20082567,89, 
20082568,68, 
20082569,20, 
20082570,73, 
20082571,63, 
20082572,70, 
20082573,96, 
20082574,9, 
20082575,57, 
20082576,91, 
20082577,96, 
20082578,34, 
20082579,22, 
20082580,34, 
20082581,2, 
20082582,53, 
20082583,7, 
20082584,96, 
20082585,15, 
20082586,2, 
20082587,18, 
20082588,54, 
20082589,52, 
20082590,61, 
20082591,78, 
20082592,14, 
20082593,28, 
20082594,81, 
20082595,48, 
20082596,5, 
20082597,80, 
20082598,39, 
20082599,37, 
20082600,83, 
20082601,14, 
20082602,96, 
20082603,6, 
20082604,90, 
20082605,65, 
20082606,33, 
20082607,21, 
20082608,88, 
20082609,94, 
20082610,17, 
20082611,44, 
20082612,86, 
20082613,22, 
20082614,89, 
20082615,5, 
20082616,43, 
20082617,7, 
20082618,64, 
20082619,74, 
20082620,90, 
20082621,40, 
20082622,50, 
20082623,38, 
20082624,60, 
20082625,76, 
20082626,93, 
20082627,15, 
20082628,54, 
20082629,62, 
20082630,49, 
20082631,14, 
20082632,26, 
20082633,84, 
20082634,94, 
20082635,34, 
20082636,64, 
20082637,90, 
20082638,15, 
20082639,89, 
20082640,95, 
20082641,58, 
20082642,78, 
20082643,96, 
20082644,88, 
20082645,92, 
20082646,99, 
20082647,67, 
20082648,85, 
20082649,98, 
20082650,8, 
20082651,17, 
20082652,86, 
20082653,82, 
20082654,84, 
20082655,40, 
20082656,85, 
20082657,95, 
20082658,64, 
20082659,85, 
20082660,45, 
20082661,79, 
20082662,77, 
20082663,55, 
20082664,52, 
20082665,35, 
20082666,86, 
20082667,61, 
20082668,65, 
20082669,2, 
20082670,6, 
20082671,83, 
20082672,93, 
20082673,79, 
20082674,42, 
20082675,18, 
20082676,68, 
20082677,14, 
20082678,12, 
20082679,7, 
20082680,69, 
20082681,87, 
20082682,71, 
20082683,11, 
20082684,81, 
20082685,88, 
20082686,32, 
20082687,3, 
20082688,78, 
20082689,47, 
20082690,92, 
20082691,14, 
20082692,98, 
20082693,98, 
20082694,69, 
20082695,92, 
20082696,93, 
20082697,12, 
20082698,63, 
20082699,24, 
20082700,83, 
20082701,55, 
20082702,68, 
20082703,33, 
20082704,90, 
20082705,33, 
20082706,76, 
20082707,16, 
20082708,39, 
20082709,78, 
20082710,22, 
20082711,53, 
20082712,68, 
20082713,85, 
20082714,7, 
20082715,7, 
20082716,82, 
20082717,19, 
20082718,19, 
20082719,57, 
20082720,14, 
20082721,22, 
20082722,84, 
20082723,85, 
20082724,58, 
20082725,7, 
20082726,5, 
20082727,61, 
20082728,72, 
20082729,34, 
20082730,4, 
20082731,0, 
20082732,94, 
20082733,75, 
20082734,41, 
20082735,24, 
20082736,86, 
20082737,7, 
20082738,0, 
20082739,94, 
20082740,63, 
20082741,19, 
20082742,93, 
20082743,6, 
20082744,21, 
20082745,61, 
20082746,27, 
20082747,94, 
20082748,0, 
20082749,73, 
20082750,95, 
20082751,47, 
20082752,20, 
20082753,82, 
20082754,53, 
20082755,67, 
20082756,55, 
20082757,54, 
20082758,19, 
20082759,48, 
20082760,52, 
20082761,38, 
20082762,54, 
20082763,62, 
20082764,31, 
20082765,54, 
20082766,8, 
20082767,25, 
20082768,32, 
20082769,98, 
20082770,48, 
20082771,25, 
20082772,18, 
20082773,62, 
20082774,47, 
20082775,18, 
20082776,77, 
20082777,91, 
20082778,6, 
20082779,4, 
20082780,85, 
20082781,75, 
20082782,5, 
20082783,39, 
20082784,18, 
20082785,19, 
20082786,26, 
20082787,18, 
20082788,68, 
20082789,3, 
20082790,76, 
20082791,97, 
20082792,52, 
20082793,42, 
20082794,42, 
20082795,74, 
20082796,12, 
20082797,99, 
20082798,18, 
20082799,76, 
20082800,26, 
20082801,75, 
20082802,73, 
20082803,6, 
20082804,81, 
20082805,58, 
20082806,99, 
20082807,22, 
20082808,19, 
20082809,93, 
20082810,73, 
20082811,59, 
20082812,39, 
20082813,29, 
20082814,20, 
20082815,71, 
20082816,67, 
20082817,59, 
20082818,82, 
20082819,76, 
20082820,84, 
20082821,86, 
20082822,32, 
20082823,33, 
20082824,87, 
20082825,74, 
20082826,28, 
20082827,46, 
20082828,19, 
20082829,60, 
20082830,71, 
20082831,50, 
20082832,65, 
20082833,26, 
20082834,99, 
20082835,89, 
20082836,6, 
20082837,51, 
20082838,80, 
20082839,99, 
20082840,26, 
20082841,54, 
20082842,89, 
20082843,89, 
20082844,97, 
20082845,62, 
20082846,66, 
20082847,79, 
20082848,92, 
20082849,14, 
20082850,45, 
20082851,78, 
20082852,89, 
20082853,3, 
20082854,64, 
20082855,28, 
20082856,10, 
20082857,63, 
20082858,77, 
20082859,95, 
20082860,77, 
20082861,8, 
20082862,54, 
20082863,74, 
20082864,99, 
20082865,59, 
20082866,4, 
20082867,90, 
20082868,83, 
20082869,99, 
20082870,14, 
20082871,86, 
20082872,29, 
20082873,2, 
20082874,28, 
20082875,52, 
20082876,99, 
20082877,26, 
20082878,68, 
20082879,14, 
20082880,53, 
20082881,74, 
20082882,5, 
20082883,10, 
20082884,18, 
20082885,61, 
20082886,95, 
20082887,47, 
20082888,27, 
20082889,41, 
20082890,50, 
20082891,18, 
20082892,73, 
20082893,2, 
20082894,9, 
20082895,3, 
20082896,54, 
20082897,59, 
20082898,15, 
20082899,82, 
20082900,24, 
20082901,26, 
20082902,44, 
20082903,38, 
20082904,8, 
20082905,88, 
20082906,33, 
20082907,29, 
20082908,15, 
20082909,66, 
20082910,24, 
20082911,56, 
20082912,2, 
20082913,19, 
20082914,5, 
20082915,66, 
20082916,93, 
20082917,3, 
20082918,25, 
20082919,55, 
20082920,62, 
20082921,92, 
20082922,11, 
20082923,29, 
20082924,77, 
20082925,67, 
20082926,6, 
20082927,32, 
20082928,49, 
20082929,45, 
20082930,50, 
20082931,60, 
20082932,86, 
20082933,23, 
20082934,94, 
20082935,77, 
20082936,25, 
20082937,57, 
20082938,33, 
20082939,9, 
20082940,98, 
20082941,61, 
20082942,13, 
20082943,73, 
20082944,23, 
20082945,46, 
20082946,50, 
20082947,39, 
20082948,55, 
20082949,70, 
20082950,79, 
20082951,87, 
20082952,94, 
20082953,36, 
20082954,10, 
20082955,4, 
20082956,55, 
20082957,48, 
20082958,12, 
20082959,51, 
20082960,43, 
20082961,64, 
20082962,12, 
20082963,83, 
20082964,79, 
20082965,71, 
20082966,58, 
20082967,67, 
20082968,58, 
20082969,72, 
20082970,73, 
20082971,18, 
20082972,20, 
20082973,12, 
20082974,95, 
20082975,20, 
20082976,13, 
20082977,45, 
20082978,55, 
20082979,90, 
20082980,75, 
20082981,41, 
20082982,29, 
20082983,52, 
20082984,62, 
20082985,79, 
20082986,86, 
20082987,11, 
20082988,7, 
20082989,10, 
20082990,25, 
20082991,90, 
20082992,8, 
20082993,98, 
20082994,40, 
20082995,54, 
20082996,10, 
20082997,94, 
20082998,12, 
20082999,84, 
20083000,28, 
20083001,23, 
20083002,88, 
20083003,60, 
20083004,61, 
20083005,90, 
20083006,36, 
20083007,76, 
20083008,72, 
20083009,54, 
20083010,30, 
20083011,64, 
20083012,6, 
20083013,72, 
20083014,96, 
20083015,41, 
20083016,46, 
20083017,47, 
20083018,84, 
20083019,51, 
20083020,8, 
20083021,79, 
20083022,18, 
20083023,15, 
20083024,7, 
20083025,80, 
20083026,50, 
20083027,81, 
